date,surface_type,battery_level,left_factor,right_factor,rotation_90_left,rotation_90_right,forward_velocity,obstacle_threshold_dynamic,obstacle_threshold_static,imu_odometry_scale,imu_heading_gain,notes
2026-02-24,smooth_floor,100%,1.34,1.00,1.99,2.10,0.044,15.0,30.0,0.60,0.25,Initial calibration - ECO mode
